label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11	col_12	col_13
3	2244 kg	0.1169	track & field	ferret, chicken	-102	0.4492	0.3217	0.7195	N/A	0.8681	2592	0.359	1493	601
0	-733 kg	1.6785	badminton	guinea pig	136	1.186	-0.0671	0.6912	1831 mph	2.0912	2933	0.2203	795	-540
2	-742 kg	1.0455	baseball	reptile, dog	-21	0.3292	0.5148	0.6911	-393 mph	1.4766	-1504	1.0944	1301	-828
3	1048 kg	-0.7904	motor sports	ferret, chicken	75	-0.3882	0.1012	0.4984	1865 mph	1.2786	629	-0.3359	-110	-1341
1	-474 kg	1.9208	basketball	hamster	1167	0.4833	1.0044	0.7907	-1020 mph	0.1185	-739	-0.1112	978	-529
3	970 kg	-0.9124	motor sports	chicken, cat	1356	1.5077	0.0729	-0.341	2199 mph	0.6133	1071	1.3781	1240	-864
2	296 kg	1.1076	boxing	dog	106	0.7601	0.9394	0.7008	217 mph	1.958	-499	-0.6786	757	446
1	-510 kg	-0.4624	GOLF	hamster	608	1.0774	-0.4209	0.7064	94 mph	1.1329	336	0.4959	1180	7
1	946 kg	-1.8475	boxing	hamster	-612	0.7521	0.6284	0.7521	133 mph	0.4662	665	0.8054	-1260	1664
1	-529 kg	-0.7382	running	hamster	-274	0.0303	1.0933	3.0883	-934 mph	-0.2663	2068	0.7072	3533	-2161
0	774 kg	1.0007	football	bird	2465	-0.5739	0.6753	-0.0749	2011 mph	1.0417	1617	0.6616	1293	445
2	1367 kg	-0.1811	tennis	rat, reptile	985	1.1666	-0.0191	0.163	-542 mph	0.5524	668	0.3037	896	-352
2	628 kg	0.2352	ice hockey	reptile	1176	0.6618	1.3688	0.6081	811 mph	1.6783	-278	0.6659	527	1198
3	2241 kg	-0.9396	track & field	FERRET, CAT	609	1.0129	0.4432	1.8292	1645 mph	0.8015	990	2.4868	39	-434
1	319 kg	-0.7313	golf	HAMSTER	1326	0.7838	0.7297	-0.7931	-1 mph	0.1553	-805	0.4016	1762	1853
1	-1279 kg	0.2607	soccer	hamster	-7	0.9318	1.3691	0.1666	16 mph	0.7334	286	-0.6665	338	1992
1	289 kg	0.2556	soccer	hamster	-671	1.1501	1.0149	-1.7604	519 mph	0.5637	488	-0.8779	1268	-444
1	-268 kg	0.8982	soccer	rabbit	468	1.086	0.88	-0.3344	62 mph	1.0905	114	0.0256	583	506
0	1541 kg	0.0632	badminton	fish	-185	0.6343	-0.0941	1.0102	171 mph	-0.0999	-173	-0.4656	269	179
3	1441 kg	0.5161	TRACK & FIELD	cat, ferret	66	0.2437	-0.0824	-0.0457	1185 mph	1.4031	-79	-0.163	-656	560
2	-221 kg	0.6219	boxing	reptile, dog, pig	223	2.0316	0.65	-0.2379	694 mph	1.0885	621	0.0359	1187	-2718
0	314 kg	1.5468	Volleyball	fish, bird	90	0.4591	0.4788	-0.0083	1578 mph	1.5133	1732	1.3873	1471	-325
1	1314 kg	-0.4425	golf	hamster	789	1.1085	0.9769	1.6168	-174 mph	1.1057	767	0.4502	1706	425
3	1146 kg	0.6097	running	ferret, chicken	1642	0.5733	0.9761	0.8609	763 mph	-0.4205	257	1.1664	363	616
1	1180 kg	1.209	RUNNING	hamster	156	1.3053	0.7685	1.4215	308 mph	-0.7471	1626	-0.1587	1864	-1846
0	448 kg	0.232	volleyball	bird	576	0.8387	0.7247	-0.154	722 mph	1.1759	-133	1.5385	49	630
0	1263 kg	1.4712	volleyball	fish, bird	-1340	1.0063	1.1229	1.1803	2523 mph	0.5097	-1031	-0.5505	2061	1735
1	515 kg	0.6425	running	rabbit	655	-0.6517	-0.9007	1.4111	-444 mph	0.6812	1401	-0.6041	1966	1712
2	1222 kg	0.1307	baseball	pig, dog	598	0.6064	-1.1366	-0.7718	-92 mph	0.3243	1195	0.6556	1926	429
2	1221 kg	0.9024	ice hockey	rat, dog	373	0.6984	0.1151	0.6142	641 mph	None	-39	NULL	1062	-336
0	191 kg	-0.0938	football	fish	84	-0.9871	0.8462	1.0648	880 mph	1.3949	-1975	-1.1718	-1010	3237
2	1137 kg	0.2583	ice hockey	reptile	583	0.9916	0.0352	1.0033	873 mph	0.3247	663	1.0265	1897	1323
0	-45 kg	-0.7496	football	bird	-534	-0.7762	0.7342	-1.04	1466 mph	-0.446	-347	0.2063	1113	870
0	577 kg	0.1409	football	guinea pig, fish	-1395	-0.614	-0.7659	0.0599	1623 mph	-0.0194	661	-0.1829	102	501
0	209 kg	0.836	football	fish	1487	0.5584	-1.2483	0.7224	1408 mph	1.0891	720	0.8652	696	500
0	321 kg	0.9391	football	fish, guinea pig	-577	-0.0083	0.3733	-0.6553	2311 mph	1.0416	-1691	-0.1097	-158	1817
0	242 kg	-0.1113	football	bird	-350	1.0598	1.368	1.1047	1063 mph	1.4466	295	0.6428	822	873
2	1242 kg	0.5874	baseball	pig, reptile, dog	-352	0.5166	0.8607	0.6043	428 mph	3.23	-552	1.1209	517	1502
1	745 kg	0.2116	running	chicken, cat	-149	0.8024	0.489	2.2812	1673 mph	-0.1367	1063	0.5489	-195	-93
3	341 kg	0.1634	track & field	cat, chicken	847	-0.1983	-0.1609	0.8236	187 mph	0.6595	823	0.6719	2403	-1551
1	-199 kg	2.3081	running	hamster	-374	0.095	1.4389	-0.3593	-66 mph	1.8585	61	0.0059	946	819
1	476 kg	-0.1821	BASKETBALL	hamster	1732	1.0079	-1.1784	-0.1486	-432 mph	-1.4434	878	1.3363	944	-468
0	1367 kg	1.66	football	bird, fish	-465	0.5282	0.9266	-0.4604	-154 mph	1.7407	475	0.4362	345	214
0	355 kg	0.3676	football	bird, fish	312	0.566	0.0056	-1.0259	-660 mph	0.5255	1629	0.7941	818	-54
1	1211 kg	-0.1951	running	hamster	657	1.5207	1.0932	0.3077	840 mph	-0.152	-1431	0.6688	1341	1327
3	-50 kg	1.6221	motor sports	chicken, cat	695	1.5131	1.1829	-0.5326	1250 mph	0.243	-275	0.413	-584	395
2	898 kg		tennis	pig, dog, rat	2144	1.4288	-0.2188	1.5764	1150 mph	1.1383	-403	0.5369	1291	2681
0	0 kg	0.0854	football	fish, guinea pig	315	0.9782	0.7524	1.3405	555 mph	1.1634	-983	0.8612	129	648
0	12 kg	-0.1947	football	fish	N/A	0.2913	0.4618	0.0298	786 mph	0.3384	-1609	0.469	932	6
1	-629 kg	-0.0112	soccer	rabbit	-890	1.2052	0.7481	1.8381	-55 mph	0.3585	8	0.4254	2102	462
0	1125 kg	-0.2313	volleyball	bird, fish	-1198	1.0125	1.5204	1.4111	1620 mph	0.8366	1099	-0.5602	843	698
2	341 kg	-0.0297	ice hockey	dog, reptile, pig	611	1.3555	1.1014	1.1772	-877 mph	0.6933	1317	-1.9199	-715	791
0	-1652 kg	0.1514	volleyball	bird	-302	0.9522	0.4431	0.5629	1973 mph	0.7495	182	0.4794	2018	1322
3	544 kg	0.58	motor sports	cat	-337	-0.3093	?	0.7003	993 mph	0.3325	-326	0.2397	2052	949
0	91 kg	1.0669	football	bird	150	-0.4748	1.1834	-0.0764	542 mph	2.8658	1253	-0.1132	985	321
0	214 kg	-0.1533	football	guinea pig	960	0.1131	1.6118	-0.3523	1131 mph	1.5781	1072	1.5863	1366	956
3	202 kg	0.9948	motor sports	chicken	1778	1.1321	0.1034	N/A	1706 mph	1.6047	465	1.1684	1659	1713
0	-134 kg	1.1363	volleyball	fish	-212	0.7314	-0.081	0.1112	51 mph	0.8026	-353	0.668	271	2596
1	646 kg	0.0389	soccer	rabbit	-517	0.7398	0.7197	0.401	1225 mph	-1.0392	-652	1.5982	769	960
1	212 kg	-0.4794	running	hamster	-694	0.6369	0.1582	-1.2358	-115 mph	1.5287	1093	0.0873	1023	-975
3	1681 kg	1.5083	motor sports	ferret, chicken	204	-0.0178	-0.2187	1.3178	237 mph	?	93	1.0441	46	-131
1	429 kg	-0.8223	golf	rabbit	72	-0.0625	1.1765	1.6846	769 mph	1.1745	611	0.1466	1509	1007
1	-203 kg	-0.8511	basketball	rabbit	59	-0.5545	-1.3668	1.1407	734 mph	-1.1564	914	-1.0952	1825	288
1	-184 kg	-0.1433	running	rabbit	-353	1.0151	0.914	-2.3991	3 mph	0.6066	1005	1.0125	176	1638
0	308 kg	0.6171	badminton	bird	13	0.3388	-0.036	-1.6893	1651 mph	?	-383	0.3845	1875	1366
0	96 kg	1.2749	volleyball	guinea pig	591	-0.0925	0.9277	-0.9883	1397 mph	1.5247	747	0.1415	1034	1581
3	962 kg		motor sports	chicken, ferret	1485	1.1598	0.5914	-0.2364	1478 mph	0.2798	1658	0.2268	182	187
0	-376 kg	-0.275	volleyball	bird, guinea pig	25	1.0842	1.1652	0.2707	1041 mph	0.7937	1855	1.5277	-489	-967
3	1393 kg	0.7231	track & field	cat, chicken	2239	0.3301	0.8128	0.678	968 mph	0.0248	-99	0.6972	2244	392
3	787 kg	-1.1037	boxing	chicken	1428	0.7895	1.0137	-0.5939	1454 mph	0.4542	-2345	-1.5631	-269	491
1	1310 kg	-0.9159	golf	rabbit	532	-0.1675	0.3289	0.1561	-336 mph	-0.0602	384	0.8966	416	1863
2	2114 kg	-1.0866	ice hockey	dog, reptile, pig	-800	0.8135	0.3696	-0.6647	397 mph	-0.8441	-572	0.8399	135	-828
0	-855 kg	1.6105	football	fish, bird	1058	-0.4392	1.2252	1.7799	2253 mph	1.8987	2013	0.5185	-695	n/a
3	575 kg	-0.2348	track & field	ferret	1273	0.1945	-0.3857	1.1206	-471 mph	-0.2345	1955	1.0675	829	560
3	275 kg	0.0057	motor sports	cat	-264	0.6574	0.2464	0.2247	895 mph	1.2425	210	2.2124	238	398
3	1657 kg	0.4543	track & field	ferret	992	0.8309	-1.3997	-2.1316	960 mph	-0.2868	1488	-0.6574	1643	-1779
1	NULL	-1.1035	running	hamster	116	0.5113	-0.2633	0.8777	738 mph	-1.2021	1422	0.6178	-46	-695
2	553 kg	0.1111	boxing	dog, rat	1713	0.6816	0.4972	-1.1625	735 mph	n/a	-1547	-0.6517	1445	-533
3	821 kg	-0.0887	motor sports	CAT	628	0.8152	0.6681	-1.1424	1504 mph	1.1325	228	0.0002	622	1567
3	909 kg	0.0211	track & field	ferret, cat	2103	-0.1513	-0.4775	-0.4443	-301 mph	0.6789	1606	0.845	-951	1615
3	1189 kg	1.0662	track & field	chicken, ferret	222	0.1069	0.1002	-1.0232	188 mph	-0.6572	1031	-0.1829	1487	2068
3	1581 kg	-2.0005	motor sports	ferret	1313	0.8437	-0.8406	0.438	-825 mph	1.8717	-1329	0.4538	1284	404
3	420 kg	0.3449	motor sports	chicken, cat	705	0.9179	-0.0286	-0.7456	850 mph	-0.2849	1234	1.026	-946	2117
2	1195 kg	-1.6626	track & field	reptile, dog, pig	-180	1.5154	-0.319	1.1217	-1122 mph	-0.0967	341	1.1007	858	1826
1	-701 kg	0.6565	golf	hamster	-503	2.2061	0.8166	0.0636	-1121 mph	-0.6604	-138	0.5401	587	801
1	1059 kg	1.7037	soccer	hamster	-949	-0.0061	-0.1953	0.4081	1543 mph	-0.4746	1511	1.6968	2312	2858
0	158 kg	1.4426	badminton	GUINEA PIG	-198	1.1342	0.3667	0.6182	52 mph	1.4596	2567	0.0279	-794	1643
3	959 kg	-0.9989	track & field	chicken, ferret	1050	0.1199	-0.3721	1.0962	-571 mph	-0.7697	-104	0.1671	-213	-1387
3	318 kg	1.4686	track & field	chicken, cat	456	0.7422	-0.8753	1.3486	396 mph	0.8112	1210	0.4442	-556	16
1	392 kg	-0.8611	soccer	hamster	-109	1.1302	0.6102	0.8649	769 mph	0.1631	1741	0.5982	1513	1939
3	1006 kg	1.0681	motor sports	ferret, cat	553	1.4489	0.3844	-0.0339	1383 mph	0.2242	-190	-0.7292	1580	-54
1	6 kg	0.0542	soccer	rabbit	-158	0.8654	0.5904	0.5088	-4 mph	-0.2886	1492	3.3029	804	429
3	1098 kg	0.1613	track & field	chicken, ferret	-139	0.9247	-1.2416	0.2795	1366 mph	0.2805	852	-0.3133	-756	-2202
2	1468 kg	-0.4009	ice hockey	pig, reptile	81	1.0497	-0.494	-0.4248	-404 mph	1.3437	1475	0.7934	-167	203
0	618 kg	-0.3498	football	guinea pig, bird	512	-0.0626	0.5333	2.2776	2320 mph	1.7189	-283	0.3804	1194	2388
0	1705 kg	-0.3851	volleyball	fish, bird	-163	0.9375	1.5429	-0.7283	1703 mph	2.026	941	-0.7297	-97	-968
1	-384 kg	-0.106	golf	hamster	18	-0.7774	-0.0348	-0.0391	-710 mph	1.0871	640	0.6049	1346	119
0	166 kg	-0.3501	football	bird, guinea pig	218	1.2232	0.3705	-0.772	1200 mph	-0.8053	2363	1.0955	1419	368
2	-174 kg	0.1566	boxing	pig, dog, reptile	-900	0.7046	0.339	-0.2887	1595 mph	1.8264	742	0.454	-25	414
3	2334 kg	1.8393	motor sports	chicken, cat	-708	0.5885	-0.2129	-0.0867	783 mph	0.7574	1281	-1.1251	-251	2059
3	2126 kg	-0.3438	track & field	cat, chicken	96	-0.8346	-0.3303	-1.2119	1368 mph	0.4775	1290	1.466	-1513	497
0	1388 kg	-0.3001	football	bird	-210	0.4465	-1.2383	0.4346	1857 mph	1.708	-1419	1.0977	-415	886
1	1130 kg	0.3805	golf	chicken	615	-0.0106	0.9685	1.1505	-636 mph	0.6734	-310	0.8389	696	534
1	935 kg	-0.662	golf	rabbit	-207	1.8977	1.0114	0.5484	643 mph	0.575	-18	-0.2847	1434	-1630
2	1584 kg	-0.9594	ice hockey	pig	-327	1.7171	1.18	-0.5864	1407 mph	2.4925	-1257	0.9353	-357	804
2	1277 kg	0.7595	baseball	pig, rat		1.2513	1.0534	1.642	-393 mph	2.2042	-686	-0.2565	1290	519
2	1155 kg	-0.7732	baseball	dog, rat, pig	-217	1.3268	-0.0785	0.1823	1126 mph	0.8398	76	0.695	248	1125
2	1128 kg	-0.5187	ice hockey	dog, pig	1441	0.3894	1.1911	1.6938	-681 mph	1.6561	276	2.4988	1534	1755
0	502 kg	-1.0464	volleyball	guinea pig	563	-0.6693	1.2079	1.0222	385 mph	0.5489	-385	0.6585	-101	-240
0	-148 kg	2.521	football	fish, bird	-450	-1.0639	1.0318	0.7397	904 mph	0.5997	304	0.6067	910	1067
2	589 kg	-0.315	ice hockey	dog, reptile	2115	n/a	2.0425	2.588	-598 mph	0.813	1005	-1.058	3	54
3	1106 kg	1.052	track & field	ferret, cat	88	-0.2536	-0.5125	0.1806	2554 mph	0.4471	1875	-0.009	235	-1348
3	989 kg	0.5414	motor sports	cat	2082	0.2577	-0.0235	-0.7626	481 mph	-0.0079	408	0.2902	604	-368
3	2432 kg	1.3049	motor sports	cat	2600	0.2914	0.564	-0.77	422 mph	0.0704	1411	0.1825	-278	-206
2	-533 kg	-1.4835	ice hockey	reptile, rat	317	0.4439	0.2106	1.608	-763 mph	n/a	1931	1.052	839	2661
2	562 kg	0.2666	boxing	rat	977	1.1905	-0.1751	-0.2459	-525 mph	0.5234	-687	-1.0214	1516	912
1	-376 kg	1.1046	soccer	rabbit	196	0.7447	1.2308	0.7958	1003 mph	0.237	-582	0.428	2205	50
3	1166 kg	-1.3048	motor sports	cat	181	0.5121	1.3636	2.2534	324 mph	0.5655	-1080	-0.2192	451	-230
2	1733 kg	-0.4405	baseball	rat, reptile, dog	584	0.8823	0.5104	1.5471	None	0.2465	721	-0.762	840	-417
1	441 kg	0.74	motor sports	rat	-2267	0.939	0.3722	1.4857	955 mph	0.9435	463	0.8453	490	914
1	508 kg	-1.1726	soccer		231	1.1986	-0.4214	0.1629	50 mph	0.2942	568	0.7806	241	767
0	817 kg	0.8151	badminton	fish	11	0.3056	0.0933	1.7379	791 mph	0.5318	1617	0.9956	582	-10
2	2423 kg	-0.3628	boxing	reptile, rat	52	0.0751	-0.5426	1.8082	150 mph	1.024	-1599	0.0373	1072	-552
1	509 kg	0.0235	soccer	hamster	1031	0.4689	0.9356	-0.5964	-17 mph	0.4007	-556	0.6447	1109	660
2	1473 kg	2.0868	ice hockey	rat	226	1.8656	-0.8166	n/a	2047 mph	1.8397	1784	1.402	87	790
3	1292 kg	1.6031	track & field	chicken, ferret	-213	1.421	-0.3947	-0.0301	453 mph	0.3931	59	n/a	7	-345
1	-649 kg	0.7078	basketball	hamster	47	1.4233	0.7292	0.4121	-139 mph	0.8935	797	-0.0158	511	-1410
3	696 kg	0.259	motor sports	chicken	188	0.3583	-0.5318	1.3349	189 mph	0.7566	63	2.2277	515	1203
1	324 kg	-0.3251	soccer	hamster	-207	0.5031	1.3484	1.4177	530 mph	1.569	-133	0.8209	927	477
0	-259 kg	2.8747	volleyball	bird, fish	458	-0.1235	1.2662	-0.146	662 mph	0.272	1639	1.3673	291	2246
2	1007 kg	0.9561	boxing	reptile, dog	1355	0.0161	1.0519	-1.5313	-236 mph	1.55	191	1.0508	515	-754
1	-175 kg	0.9315	golf	rabbit	866	0.8567	0.4034	-0.2387	-1044 mph	0.3594	-308	1.0425	590	2529
1	-327 kg	0.7318	basketball	hamster	-529	1.1141	0.4969	-1.2947	-226 mph	0.1224	NULL	1.4507	2290	1190
3	-381 kg	0.4166	track & field	cat, ferret	101	0.9132	0.2684	1.7703	892 mph	-0.1269	-1498	0.3187	1483	305
2	888 kg	-0.7316	boxing	reptile	529	0.3388	0.2446	0.0656	-122 mph	0.0255	387	1.0351	480	1206
2	832 kg	-1.2385	ice hockey	pig	-70	0.894	0.4483	0.6837	299 mph	0.4527	485	0.5033	469	675
3	1730 kg	0.1425	track & field	cat	-415	1.3018	-0.1244	-0.1322	950 mph	0.5463	-1108	1.6356	502	-333
2	1670 kg	1.5818	running	rat, pig, dog	1465	-0.847	0.8344	1.1731	41 mph	0.7269	-1462	0.8216	191	2031
3	1541 kg	1.3454	track & field	ferret	-50	1.4712	0.0565	0.209	3159 mph	-0.3749	76	1.5177	-738	706
0	974 kg	-0.2388	badminton	bird	245	0.7031	1.5343	0.4293	724 mph	1.0859	105	0.4349	3120	1156
0	-738 kg	1.5471	volleyball	bird, guinea pig	-912	0.9352	0.214	0.2371	2539 mph	0.2135	-255	0.3014	1934	26
3	1963 kg	0.3869	motor sports	chicken	1435	0.8465	1.3526	1.1414	1628 mph	0.6373	514	0.0588	236	470
0	214 kg	1.2107	badminton	bird	169	-0.0445	0.1758	1.3257	598 mph	0.3156	1607	1.8443	2080	546
2	-98 kg	-0.8198	baseball	pig, rat	900	0.1567	1.1069	0.7557	986 mph	0.9415	-966	0.9772	777	779
1	317 kg	-2.09	soccer	hamster	-1685	0.7935	0.2894	0.0478	558 mph	-1.3795	646	-1.0662	1119	-858
1	-643 kg	1.2433	soccer	hamster	1837	1.3821	-0.296	0.7948	695 mph	-0.7383	899	-1.6243	-751	912
3	1493 kg	-1.0706	motor sports	cat, ferret	854	0.1377	-0.0089	0.5649	-24 mph	0.1838	1002	-0.796	888	-296
3	1699 kg	-0.0807	track & field	cat, chicken	NULL	1.5032	0.2189	-0.2852	1786 mph	1.6068	850	2.3712	8	1374
1	196 kg	0.5684	running	rabbit	349	1.3202		1.5237	-542 mph	0.0637	671	0.2829	1097	-1
2	9 kg	1.2067	tennis	pig, rat, dog	327	0.8704	-0.347	0.0186	-942 mph	-0.0098	-392	0.1061	180	-530
1	617 kg	1.5498	basketball	hamster	718	0.1258	1.7601	0.0883	-176 mph	-0.2908	383	2.3516	-1193	2378
2	664 kg	0.0822	tennis	reptile	405	0.7261	-0.8923	-0.3678	-1504 mph	0.8611	-1316	-0.4447	-749	628
0	512 kg	2.1736	football	bird	-998	0.2914	N/A	0.4912	415 mph	0.5785	-300	2.535	388	359
2	620 kg	0.1201	boxing	reptile	2228	-0.0762	0.7737	0.5344	-360 mph	1.5753	?	0.6323	1486	299
2	1702 kg	1.7149	baseball	pig	1668	1.7696	0.7729	1.4108	1687 mph	-0.8884	12	-0.1935	-728	-141
0	929 kg	-1.0053	badminton	FISH	62	-0.0393	-0.2181	-0.3295	1428 mph	1.6678	1287	0.0779	2123	1591
0	720 kg	-0.6502	Badminton	bird, guinea pig	None	0.0448	1.7192	1.9381	1082 mph	-0.1938	-540	0.4367	1943	662
2	597 kg	1.8086	baseball	rat, pig	305	1.4168	1.0915	1.6724	761 mph	0.3935	-1464	0.8791	1534	-1444
0	55 kg	1.0588	badminton	fish	-1459	0.2985	0.8289	0.2667	26 mph	0.8166	1460	2.4306	1641	2256
1	-1460 kg	0.3757	soccer	hamster	-347	0.9128	1.036	-0.2217	682 mph	0.6061	1001	-0.6073	-415	92
2	987 kg	0.1411	baseball	pig, dog, rat	933	1.1136	-0.3287	-0.529	-636 mph	0.885	-470	-0.0979	133	749
2	1572 kg	0.8932	tennis	pig	-109	0.5719	0.2355	1.6173	1027 mph	0.4389	560	-0.0738	587	-61
0	1381 kg	0.9322	football	fish, bird	234	0.8271	1.607	-0.7457	762 mph	1.5965	-92	0.0813	1906	1990
3	811 kg	-0.8853	motor sports	chicken	1472	1.0564	1.1957	0.3037	1799 mph	-1.1268	-517	NULL	1178	73
0	-563 kg	2.3179	football	fish	5	0.5967	0.6797	0.9743	568 mph	0.8947	1198	0.2522	-1225	550
1	774 kg	1.6942	badminton	rabbit	644	1.3657	0.8681	-0.3258	-790 mph	-0.5342	2216	-0.6447	1595	531
0	300 kg	1.4338	football	bird, guinea pig	1688	-0.6037	0.9497	2.2525	1898 mph	0.7199	-1193	1.0028	-581	624
3	2136 kg	-0.3656	motor sports	chicken, cat	1638	0.4597	0.5675	0.8878	215 mph	-0.8787	1064	1.3158	955	1509
0	1108 kg	1.6882	badminton	guinea pig, fish	959	-0.5471	-0.2229	1.7459	1401 mph	0.8109	281	1.9842	1221	680
2	1339 kg	0.4779	boxing	dog, rat	-231	-0.0573	0.3504	1.679	-522 mph		605	0.2252	1360	-809
3	1950 kg	0.0732	motor sports	ferret, chicken	1088	0.6847	0.4644	1.4399	3028 mph	0.7487	-485	0.2052	1577	2008
1	1087 kg	0.4761	golf	hamster	1096	0.7899	0.4862	-0.1926	376 mph	0.0428	63	1.0193	341	-703
3	410 kg	-0.0404	track & field	chicken	N/A	0.3944	0.1667	0.4244	1656 mph	0.8335	-336	1.0771	693	None
2	1303 kg	1.4359	baseball	dog	310	0.354	0.97	2.2881	613 mph	0.597	-161	0.9416	82	-2001
3	551 kg	0.0575	track & field	cat, chicken	752	-0.5456	1.0472	-1.3235	1146 mph	-0.0492	488	1.5625	-1069	-494
2	814 kg	-0.3617	boxing	reptile, pig, rat	11	0.1639	0.1294	1.9659	592 mph	0.2171	-953	0.2595	1340	-679
3	386 kg	-0.1626	motor sports	chicken, cat	820	1.0595	0.4115	0.8988	541 mph	-0.4652	-361	-0.1667	365	-544
0	-67 kg	-0.0483	football	guinea pig, bird	1496	0.6081	1.2224	0.2141	1544 mph	-0.1434	969	0.5928	-259	375
0	716 kg	1.3803	badminton	guinea pig	419	-0.0247	0.5677	-0.7048	2176 mph	1.3739	985	0.5153	907	1521
3	-210 kg	0.518	track & field	cat	-92	1.3338	1.6021	0.9017	230 mph	0.4189	-922	0.1563	1392	1903
3	207 kg	-1.7259	motor sports	rat, dog	1023	0.0804	0.4195	0.8847	549 mph	-0.2386	69	-0.9215	1286	-803
0	-223 kg	-1.0539	football	fish, guinea pig	-150	1.2573	-0.8797	0.7133	1363 mph	0.0849	1125	0.5097	-707	313
2	-558 kg	-1.1344	ice hockey	rat, dog, reptile	708	0.6461	-0.6668	-0.6018	613 mph	1.7369	943	1.5702	98	1990
1	-731 kg	0.9642	soccer	hamster	-1202	1.1263	1.599	-0.4753	532 mph	0.065	635	-1.2273	-657	150
2	-936 kg	0.3176	ice hockey	pig	521	0.4492	1.1289	1.0704	-591 mph	-0.3036	43	0.1864	1265	756
3	1068 kg	-0.7917	track & field	cat, chicken	510	1.8031	2.8032	1.2731	176 mph	-2.1002	840	0.3328	-445	n/a
3	945 kg	-0.8655	motor sports	chicken	744	1.1695	0.4477	1.7171	1494 mph	0.285	-124	0.7928	1914	-431
3	184 kg	-0.6431	motor sports	chicken	1498	-0.4694	0.8576	0.7126	136 mph	0.3561	132	1.9601	149	291
0	-1092 kg	1.2502	badminton	fish	-953	-0.0256	1.1353	2.9873	-171 mph	0.835	249	1.8917	-140	2918
3	356 kg	0.591	motor sports	ferret	902	0.5915	0.2376	0.2253	1740 mph	-0.2279	-282	0.1061	461	-1980
0	892 kg	0.5719	volleyball	fish, guinea pig	-723	0.7759	-0.8494	1.2379	-563 mph	-0.567	1118	1.6547	957	1243
2	-143 kg	0.5463	baseball	rat	147	0.0236	-0.2816	-0.3352	-1103 mph	2.5439	332	-0.1433	-102	750
1	244 kg	-0.0473	running	hamster	1462	0.1023	0.6393	-0.0627	63 mph	1.4816	780	0.5186	416	983
3	502 kg	-0.3237	track & field	ferret, chicken	1754	0.4051	0.7868	0.8818	-288 mph	0.5714	249	0.0045	724	308
1	301 kg	-0.0598	running	rabbit	1002	0.4258	0.1046	1.5849	-1053 mph	-0.5228	-581	-0.9624	-68	1495
3	456 kg	2.5663	motor sports	ferret	1163	1.2193	-0.4082	0.3782	1627 mph	0.443	-1441	0.7511	330	424
1	555 kg	-0.17	basketball	rabbit	-178	0.8362	1.874	1.912	-418 mph	1.7365	-393	?	344	1717
0	-15 kg	0.8544	volleyball	fish, guinea pig	435	-0.7149	0.1648	-0.0424	457 mph	-0.174	-1403	1.8412	1574	1309
3	1566 kg	0.609	track & field	cat, chicken	-494	1.4892	-0.0025	-0.1391	1611 mph	-0.3382	1936	0.2935	372	1548
2	1842 kg	2.7809	baseball	dog, rat, reptile	593	0.9535	-0.7017	1.4401	-691 mph	-0.0422	1200	1.8957	337	1418
3	2351 kg	-0.1146	track & field	chicken	430	0.5677	0.8323	0.802	2162 mph	0.066	-527	0.6571	-965	-520
2	1923 kg	0.3206	tennis	pig	541	0.8898	1.3185	-0.3043	906 mph	-0.1685	-587	0.0519	906	278
2	1231 kg	-1.0298	ice hockey	rat, reptile, dog	541	-0.3783	0.6883	1.8081	1679 mph	1.1308	1085	1.2686	-182	-108
0	773 kg	0.5947	volleyball	bird, guinea pig	-558	-0.8854	0.1745	1.0146	1028 mph	3.2758	371	2.0832	1259	94
3	1973 kg	0.2524	track & field	ferret	2155	2.2179	2.1504	-0.5652	1920 mph	-0.3404	1120	1.3091	-35	388
0	719 kg	0.8349	badminton	guinea pig	1101	0.755	0.5871	-2.0574	-146 mph	-0.7342	-398	-0.0186	465	334
2	1331 kg	-1.0423	boxing	dog, rat, reptile	2241	0.7695	-0.3434	1.1191	-185 mph	0.7081	559	-0.4957	1091	318
1	-365 kg	0.2069	running	RABBIT	1157	0.3462	1.4589	0.5361	-6 mph	0.9156	713	0.5199	535	454
3	1074 kg	0.6435	motor sports	cat	1773	-0.3695	0.7746	-2.2284	1147 mph	-0.7326	-1506	1.0064	-521	1360
2	2364 kg	-1.1406	boxing	reptile, pig, rat	-646	1.5412	1.2163	1.1695	-813 mph	1.1254	1303	0.809	-1742	1830
1	-31 kg	-0.1179	?	HAMSTER	-12	0.3823	0.3299	-0.635	-140 mph	-0.0834	584	-0.4198	7	498
3	-436 kg	-0.2767	motor sports	ferret, chicken	276	-0.1549	NULL	-0.7135	1097 mph	0.434	-19	1.4842	830	-824
3	188 kg	0.5729	motor sports	ferret	365	1.2809	0.301	-0.5852	2519 mph	0.5867	603	1.9466	770	-32
1	75 kg	0.907	track & field	rabbit	275	-0.3269	1.6989	-3.1425	-1967 mph	0.1737	-115	0.2496	852	337
2	1929 kg	0.6317	boxing	pig, dog	-764	0.3461	-0.3309	0.8049	-458 mph	-0.3965	1473	0.3159	2046	32
1	56 kg	-0.3881	basketball	hamster	-1221	2.3786	0.0752	-1.3535	-589 mph	-0.3068	18	-0.6095	2041	1058
